Location,Trees Lost,Climate,Latitude,Longitude,Recommended Tree,Trees to Plant,Carbon Absorption (kg/year),Average Temperature (°C),Average Rainfall (mm/year)
Mumbai,914,Tropical,32.0196,90.8291,Teak,1101,60,-0.8508142603852589,1063
Cape Town,562,Continental,-30.2051,122.5684,Cedar,839,38,0.4714354348914487,2496
Amazon Rainforest,575,Tropical,22.2637,-117.4232,Mangrove,720,35,18.48691651841885,1854
New York,955,Coastal,-30.9723,85.2064,Teak,1150,16,3.6750785926612455,2300
Amazon Rainforest,645,Mediterranean,41.9504,51.4586,Baobab,939,50,2.810194603740163,478
London,519,Desert,5.2949,50.7456,Baobab,614,30,26.542163978461055,1534
Amazon Rainforest,206,Subtropical,-10.5029,66.5924,Cedar,497,14,9.044791441529092,2124
Sydney,652,Temperate,-19.0986,115.7467,Eucalyptus,755,17,15.590044964828842,2726
New York,549,Coastal,35.2214,83.3909,Baobab,753,24,37.745119806075735,847
Amazon Rainforest,902,Continental,-3.2578,28.5142,Silver Birch,1018,44,13.4538749196732,1320
Mumbai,792,Subtropical,42.5777,105.6831,Teak,953,43,22.654144380035795,2609
Sydney,944,Mediterranean,-9.4697,-97.9203,Teak,1009,34,36.09352127880575,1979
Beijing,920,Coastal,-4.0512,-110.5754,Pine,1052,21,7.041842908037674,987
California,955,Subtropical,-3.1253,102.1905,Pine,1210,53,18.69405916138373,1885
Indonesia,855,Tropical,-13.8915,-99.8441,Baobab,1002,51,29.130114470355558,2856
Cape Town,269,Continental,-24.9136,33.3059,Eucalyptus,426,49,32.0902325582611,1432
Indonesia,811,Desert,-27.2271,-9.3832,Teak,1069,40,21.817885085301647,2033
Amazon Rainforest,157,Mediterranean,38.7806,-77.6502,Silver Birch,335,31,38.120578112635364,2456
London,150,Coastal,5.514,16.7207,Oak,215,36,9.252738656816305,271
New York,947,Continental,-8.6543,57.4184,Pine,1098,60,12.772969229853633,1691
New York,490,Desert,-3.2152,45.3477,Cedar,657,28,37.17715438388347,2941
Cape Town,885,Desert,12.6666,-21.3428,Silver Birch,971,36,8.647230317468432,278
Beijing,858,Tropical,-48.2884,25.7383,Eucalyptus,951,17,37.993948039826726,2732
Beijing,832,Coastal,33.2128,13.5273,Maple,1041,36,37.37230193138687,1295
London,803,Subtropical,46.5345,-17.2354,Baobab,994,23,14.104883491988364,2598
New York,611,Mediterranean,-45.2419,-107.1251,Mangrove,680,41,6.019270115549514,2849
Cape Town,870,Tropical,26.0403,-79.8405,Cedar,1147,60,-2.5553627550476548,2935
Cape Town,325,Continental,7.6713,-90.4397,Eucalyptus,378,11,6.9522381419895005,934
Sydney,566,Tropical,22.1458,114.1325,Teak,799,50,28.152061273126705,733
Sydney,188,Temperate,36.4417,115.1694,Silver Birch,287,30,29.806978253947136,2639
California,382,Tropical,-26.8671,41.7753,Pine,588,15,21.709761065053044,1222
Indonesia,856,Mediterranean,17.3803,41.7393,Pine,1128,23,29.761292202233264,1204
California,248,Continental,41.8727,-5.8242,Teak,407,19,-1.6259097263042,240
New York,336,Subtropical,8.1478,14.3329,Maple,461,57,37.99666021440687,2834
London,620,Subtropical,-28.7583,-42.3003,Silver Birch,857,18,3.155042300348832,2165
New York,686,Tropical,-23.7282,-74.7366,Maple,803,24,3.36676104743343,636
Indonesia,568,Desert,-11.9722,-6.8571,Silver Birch,737,23,35.49049509587391,354
Beijing,293,Coastal,-28.6553,54.0619,Silver Birch,376,31,19.701439764411862,2325
London,281,Continental,-44.06,68.1826,Pine,466,18,32.17985033459989,999
London,673,Subtropical,-13.8849,111.407,Teak,799,55,9.248915115164946,2875
Sydney,499,Coastal,-14.2165,27.7383,Cedar,655,40,23.45450855574239,1534
Beijing,746,Temperate,40.4493,-117.0004,Eucalyptus,865,53,17.27273178714623,1271
Amazon Rainforest,675,Coastal,9.5848,-11.2197,Teak,792,23,38.883452355265206,1495
New York,890,Temperate,-49.9994,-93.6927,Silver Birch,948,37,-4.450463299385495,2924
Cape Town,352,Subtropical,-34.294,-43.7497,Eucalyptus,623,47,18.798138438715906,2874
Amazon Rainforest,174,Tropical,5.8843,111.23,Oak,420,43,15.475400515000029,417
Sydney,795,Mediterranean,41.5793,71.0113,Silver Birch,1028,25,27.543437203057643,973
California,811,Subtropical,24.3621,89.3493,Mangrove,862,20,34.521129646828165,1271
New York,781,Continental,-19.9763,-108.8594,Redwood,1001,56,20.024734372900348,2249
Beijing,221,Temperate,33.2828,117.0201,Maple,400,44,18.896009089995225,1061
London,867,Tropical,-11.6488,-48.8935,Mangrove,1133,43,5.965248139119074,1280
Sydney,207,Coastal,2.0442,-64.0127,Maple,382,27,24.57695757400948,1807
Amazon Rainforest,823,Subtropical,-6.2931,89.9542,Eucalyptus,1097,24,29.26451722735341,1900
New York,809,Mediterranean,-21.763,16.045,Teak,1051,57,4.558970887487362,242
Beijing,240,Continental,45.6946,-108.2673,Teak,370,47,16.306850521692336,789
Mumbai,773,Subtropical,49.2011,-1.812,Baobab,1016,43,18.043997783728745,2634
California,893,Tropical,49.4598,42.8025,Redwood,1151,19,32.5808307511887,2974
California,352,Subtropical,0.1442,25.7984,Cedar,494,34,5.262240191803844,525
New York,741,Tropical,49.9174,8.2954,Eucalyptus,907,20,-4.145125931011902,2617
Mumbai,283,Continental,-28.7497,14.2488,Redwood,450,35,0.24683773725783364,2715
London,648,Tropical,-43.5229,16.5029,Mangrove,794,52,12.866890341864618,2592
Mumbai,177,Temperate,21.8604,-40.0867,Pine,421,21,17.387844922105955,2041
Toronto,618,Mediterranean,-44.8139,-65.8573,Eucalyptus,758,17,31.850092095188167,377
Beijing,475,Tropical,-43.6257,-111.8997,Baobab,586,36,21.022254727252303,2404
Cape Town,894,Tropical,37.0234,-77.3046,Pine,952,27,29.413609288399734,2045
Mumbai,195,Subtropical,32.8486,-126.3415,Silver Birch,380,37,6.8012511321049836,389
London,190,Tropical,-9.336,62.5152,Redwood,304,57,26.177803794283307,1121
California,262,Subtropical,43.7644,9.5759,Maple,494,15,13.031730233554327,722
Sydney,956,Tropical,-21.3856,-21.7612,Pine,1113,50,29.519202582228203,924
California,923,Mediterranean,38.9929,-31.2723,Baobab,1223,33,37.53082921199705,824
Indonesia,135,Continental,-7.5286,-93.848,Pine,317,57,26.25190838824211,2397
Amazon Rainforest,229,Tropical,-27.2998,-12.1199,Baobab,311,50,10.162213478268082,1758
New York,994,Coastal,-13.5794,106.5006,Cedar,1071,23,36.06787316849453,2553
Indonesia,567,Tropical,-49.6905,-41.0189,Oak,633,35,25.527609342597472,2827
Cape Town,498,Subtropical,-37.9647,67.7615,Silver Birch,768,44,2.1318316334638476,2655
London,508,Coastal,25.5596,-3.4049,Baobab,770,48,0.6631871661745228,767
Mumbai,213,Continental,-6.9517,-82.9287,Mangrove,479,57,5.520071351988577,1619
Indonesia,666,Mediterranean,38.4523,99.9891,Teak,790,24,39.3689927434364,1074
Indonesia,899,Temperate,-0.1499,-57.0509,Mangrove,977,56,36.58716613450535,1075
California,808,Subtropical,38.1615,-68.3969,Silver Birch,941,24,24.950946898983517,2593
Toronto,533,Continental,-18.8092,94.6226,Cedar,627,45,17.402447779493738,2066
Mumbai,875,Coastal,-43.8852,24.5061,Maple,1030,13,25.540732876584084,761
Amazon Rainforest,811,Continental,23.9687,77.4004,Cedar,947,40,10.333514756290468,2578
Amazon Rainforest,554,Continental,21.2604,70.7302,Baobab,761,26,38.09397466737624,2013
Cape Town,631,Tropical,13.7066,-110.9314,Maple,788,45,32.494742841091345,2358
Toronto,286,Continental,-49.242,-89.4095,Teak,470,37,6.916707263747824,1843
New York,770,Desert,46.2751,-104.9599,Teak,925,59,1.434708477647523,1980
Toronto,462,Continental,-3.9741,-62.7577,Cedar,548,38,5.296849960627805,678
Mumbai,928,Temperate,30.8269,-44.8176,Mangrove,1042,38,38.82462684678957,2008
Sydney,979,Desert,3.4864,-40.6401,Silver Birch,1248,44,25.832996126244968,1171
London,136,Tropical,-12.9517,-3.9109,Mangrove,343,54,6.146224605631666,2164
Mumbai,569,Continental,-2.1383,-120.1629,Cedar,737,14,24.304780721193637,2038
Toronto,281,Temperate,-32.0812,-41.8804,Mangrove,510,14,32.128261542719684,1882
Amazon Rainforest,986,Subtropical,-15.7047,19.122,Baobab,1063,52,22.85486416724279,1751
New York,292,Desert,-38.2689,99.123,Cedar,547,15,39.417253979090404,1999
Mumbai,737,Mediterranean,15.0735,103.5146,Pine,931,18,15.721032069607201,2598
Indonesia,704,Tropical,33.932,-12.7926,Teak,919,42,9.225885874104968,2086
Beijing,930,Temperate,-20.5153,80.0852,Mangrove,1215,36,29.408803744333028,617
Indonesia,104,Mediterranean,37.3799,-62.4628,Baobab,224,35,17.4750141179462,1577
Indonesia,672,Temperate,-1.7364,-101.3166,Baobab,918,22,22.107213906831568,2922
Amazon Rainforest,147,Temperate,30.3959,-33.7679,Baobab,355,14,11.863229700341794,2976
Toronto,541,Continental,-46.4932,38.9134,Eucalyptus,643,46,2.6661625891414618,1467
Toronto,324,Coastal,-10.428,-40.7962,Oak,564,46,29.9796968235788,2236
Amazon Rainforest,814,Temperate,-27.6523,-120.1452,Oak,1008,53,26.20404384378192,2638
California,537,Mediterranean,-6.144,-77.6318,Cedar,717,23,16.43008471390479,2910
Mumbai,407,Mediterranean,-12.9259,4.0999,Oak,635,56,13.878564865897705,2425
Indonesia,672,Desert,-25.7485,-119.7637,Teak,853,59,-2.056205775970626,873
Amazon Rainforest,539,Desert,2.1227,-85.1134,Oak,733,54,30.837601417479064,1501
London,104,Continental,-26.1128,125.2682,Cedar,358,43,17.778871327759287,2345
California,650,Coastal,-39.6519,-95.1882,Silver Birch,831,39,30.031702265975127,2640
Sydney,189,Subtropical,-35.6518,-6.0133,Baobab,333,58,15.02526056590003,1195
Indonesia,758,Subtropical,6.0958,27.7273,Maple,980,26,37.2298256199163,2312
Mumbai,348,Continental,-48.44,-66.8256,Teak,481,33,19.40815675863906,1977
California,612,Mediterranean,41.1975,24.5563,Maple,813,14,37.30882146145449,2557
Indonesia,890,Temperate,-39.6742,64.3295,Silver Birch,1007,22,36.17167574098727,263
Beijing,853,Mediterranean,18.7978,-63.0163,Cedar,1091,48,6.455404524771984,1396
Indonesia,439,Tropical,-23.2922,-75.4213,Redwood,503,52,28.97025232184012,2157
London,192,Mediterranean,-28.0315,5.0367,Eucalyptus,356,26,8.558465733409141,2254
Amazon Rainforest,205,Subtropical,10.7501,-40.8397,Silver Birch,353,34,7.313922325028301,1127
Sydney,379,Mediterranean,-11.2052,-99.5027,Silver Birch,483,51,7.493620856371189,1423
Beijing,668,Temperate,15.3902,89.4415,Teak,859,38,-0.5710225660986517,2041
Cape Town,977,Continental,-28.3756,-22.7512,Mangrove,1251,60,28.542344712222025,386
Toronto,670,Tropical,-14.1712,-77.4522,Maple,934,24,-4.506881289370426,897
Sydney,622,Tropical,-11.7097,-119.5863,Maple,812,51,-4.655179047927937,356
Toronto,476,Tropical,16.1289,-71.1244,Baobab,774,52,22.186422295273477,378
Beijing,870,Desert,-39.9855,116.1141,Baobab,1134,32,12.113408628800368,1083
Sydney,965,Subtropical,-11.9509,92.5129,Silver Birch,1039,49,1.4926751338160873,2438
Toronto,955,Tropical,-7.1892,108.2486,Teak,1056,20,13.872068085476034,648
California,377,Coastal,-38.2972,83.0325,Redwood,510,13,28.783944256756506,1140
New York,846,Mediterranean,-28.1731,58.0515,Oak,1095,38,12.98771406004865,2409
Indonesia,313,Desert,25.8432,126.1408,Cedar,521,45,13.55717114873207,1894
London,360,Tropical,-47.1815,-95.7847,Redwood,516,15,13.504935408601966,2477
New York,385,Desert,-10.4477,-88.9076,Oak,488,14,19.120834016100602,1810
Sydney,975,Desert,27.7844,-36.3933,Eucalyptus,1199,49,4.448206276594341,328
New York,639,Continental,-21.8786,-118.8383,Eucalyptus,891,30,20.610534577538495,2658
Amazon Rainforest,650,Temperate,-12.3053,129.8262,Pine,827,15,3.6727966069534546,1249
Beijing,996,Tropical,26.5185,-94.2941,Maple,1118,19,-2.236382275313697,1264
London,673,Temperate,-42.2534,7.0179,Oak,810,24,3.196605754693863,1724
Toronto,862,Continental,25.4189,9.3047,Cedar,924,50,13.859730686394009,836
Beijing,123,Coastal,-45.0531,-84.5841,Cedar,256,53,7.495493150270887,1733
Mumbai,130,Mediterranean,45.7243,-86.4534,Baobab,359,30,35.50687506221216,2788
Beijing,569,Tropical,46.1996,-71.0146,Redwood,777,37,27.045115886987425,791
London,101,Mediterranean,-12.3039,87.9895,Redwood,298,38,31.28986823053878,2871
Indonesia,320,Temperate,-34.0371,15.825,Silver Birch,475,16,10.704256492304243,451
California,665,Subtropical,-44.8187,-44.8004,Oak,888,41,23.675835202315614,2635
Indonesia,996,Mediterranean,44.7165,-109.175,Mangrove,1283,58,34.132948117318335,1322
Toronto,559,Tropical,-33.0298,117.8038,Mangrove,797,40,13.230774562684815,2020
Toronto,886,Temperate,-30.6179,-63.0122,Teak,941,51,33.7079066181649,292
Mumbai,216,Coastal,-1.8382,16.3262,Teak,462,14,37.93904636154837,1594
Sydney,612,Desert,-16.1885,-55.8592,Maple,770,53,-3.9218445025762847,570
London,148,Continental,28.4211,35.7402,Teak,363,50,23.75589228022865,2776
London,795,Temperate,34.757,-110.873,Mangrove,870,38,10.591702057472729,1588
Sydney,439,Mediterranean,27.3816,-70.9952,Eucalyptus,725,41,16.77948045762023,1959
New York,234,Temperate,-30.6155,103.386,Maple,437,15,-3.7227370241597537,1263
Indonesia,708,Continental,-18.8961,36.453,Maple,961,17,-1.287553553434941,2495
Toronto,899,Mediterranean,-6.4815,-124.742,Cedar,1005,47,1.6944670169643246,2893
New York,304,Subtropical,-10.8146,117.8568,Mangrove,500,54,35.22820636573044,536
Amazon Rainforest,148,Mediterranean,35.6954,113.2727,Teak,291,35,1.1825990554351993,209
Indonesia,240,Subtropical,9.1518,-98.5343,Baobab,443,33,19.397773702996943,2436
Cape Town,783,Mediterranean,10.9348,44.0233,Eucalyptus,897,20,15.706700671684612,1351
Mumbai,560,Temperate,22.5383,114.4437,Cedar,736,24,4.300338087677858,1175
Toronto,382,Coastal,-34.1432,66.8868,Baobab,495,36,-4.029463482255934,1497
Indonesia,907,Tropical,-27.9417,85.5287,Teak,1087,48,11.426257995108607,537
Cape Town,648,Tropical,38.6542,-16.1513,Redwood,860,33,0.5006956086491368,1446
Cape Town,156,Desert,-33.8682,-78.3929,Teak,362,23,6.296000290657171,1412
Beijing,750,Mediterranean,-37.4594,59.4017,Eucalyptus,1034,47,28.653696939164362,1633
Mumbai,458,Subtropical,-42.3025,-78.6798,Baobab,757,52,5.3306167477229,1223
Indonesia,645,Desert,47.6216,-122.3633,Oak,738,29,3.1752069816230843,861
California,752,Coastal,-16.1294,86.484,Pine,854,21,31.01702486905021,2771
New York,601,Subtropical,-18.5184,24.9513,Baobab,798,50,39.738631855218294,2012
Beijing,533,Desert,14.8494,-19.586,Silver Birch,677,32,18.05142059419679,816
Beijing,234,Tropical,12.1952,37.1394,Mangrove,475,49,35.1654221285734,2029
Sydney,160,Desert,-0.6354,-4.6142,Maple,377,35,10.494307626144469,1884
Cape Town,514,Temperate,22.8637,-14.391,Teak,701,25,6.503254683805034,1671
Cape Town,241,Coastal,-24.515,-119.5856,Eucalyptus,482,28,17.846966079244236,1377
London,867,Coastal,8.1328,100.9918,Teak,959,14,-3.271708114544815,839
Indonesia,486,Coastal,-20.8862,-28.9561,Pine,713,50,27.7867378635124,2391
Cape Town,803,Tropical,-40.2215,1.5741,Pine,889,42,34.18693129539377,2582
Cape Town,950,Mediterranean,-48.1179,76.4009,Teak,1231,47,20.904459941957562,1923
California,857,Temperate,-0.2346,-47.044,Pine,1026,34,39.429304617116046,1145
California,602,Coastal,-29.6063,-25.4268,Maple,883,52,32.78066655407718,1089
New York,183,Continental,-47.3643,23.1108,Maple,339,48,16.968604663592856,2868
New York,451,Continental,-2.762,-26.0046,Cedar,728,22,24.00338028989673,1383
Cape Town,482,Tropical,44.6583,-23.6951,Maple,716,39,-1.4166968838545149,1677
Beijing,629,Subtropical,32.4906,121.314,Silver Birch,864,32,-1.990448694023251,321
Cape Town,342,Temperate,31.8554,44.07,Silver Birch,586,48,38.96208662876895,2758
Sydney,728,Coastal,8.4378,-106.7426,Teak,998,16,31.19026870564928,2080
London,385,Subtropical,-17.7546,113.6246,Redwood,441,46,36.260268474483794,324
Mumbai,474,Desert,0.7656,55.1058,Maple,650,44,18.821028015191597,1192
Toronto,488,Tropical,16.0379,-17.728,Maple,586,17,26.948752636553767,2625
Indonesia,182,Mediterranean,-12.8642,125.4696,Baobab,390,55,1.334506148470699,1700
Cape Town,551,Coastal,29.7215,79.7262,Pine,783,57,29.26044365588534,304
Sydney,428,Mediterranean,1.2451,19.4335,Eucalyptus,643,17,-2.957076669028926,550
Indonesia,567,Subtropical,41.5169,-72.0446,Teak,796,29,-2.6265088475058214,1444
Mumbai,965,Coastal,-48.3298,127.4369,Pine,1244,15,27.226211683968778,1167
California,879,Continental,45.1395,72.2215,Redwood,1011,60,0.30246364296823547,535
Toronto,810,Subtropical,-34.7218,87.4075,Silver Birch,1043,60,3.8123795173471944,2703
Beijing,597,Mediterranean,-33.0237,129.349,Baobab,877,39,-3.8284750431888366,848
California,188,Continental,-2.4046,83.7478,Cedar,296,19,-1.9712578307055661,2963
Beijing,824,Coastal,-4.3602,-126.0064,Redwood,874,28,17.660418075507856,779
Amazon Rainforest,348,Subtropical,-39.68,32.9962,Cedar,545,25,19.275651013328808,2019
Indonesia,924,Coastal,19.8719,-12.6913,Redwood,990,58,35.74460102226137,224
Sydney,729,Coastal,4.003,92.4744,Mangrove,963,57,33.94583809277334,225
London,559,Mediterranean,-35.1954,108.0066,Cedar,841,59,8.777351402258965,609
Cape Town,387,Tropical,44.9096,41.8841,Mangrove,555,12,33.73525422196337,2574
Mumbai,355,Coastal,43.0683,27.9725,Eucalyptus,491,10,34.397835372402284,1474
Amazon Rainforest,544,Mediterranean,-32.3955,74.0888,Pine,664,37,5.435515329979147,435
Indonesia,771,Continental,-19.7114,127.3125,Eucalyptus,1058,59,35.4461053627118,2960
Amazon Rainforest,592,Temperate,41.4071,0.2061,Oak,781,40,15.595466592199543,669
London,843,Mediterranean,-17.4446,-97.2524,Oak,1022,54,28.684799160150718,1529
Amazon Rainforest,789,Mediterranean,-6.7709,-111.7688,Baobab,1001,60,36.622262921732954,1538
Cape Town,896,Desert,-31.6299,-44.9665,Eucalyptus,1143,28,5.475864780411438,1074
Sydney,370,Subtropical,-4.0565,63.1988,Cedar,566,30,-1.625732797075412,1492
Mumbai,702,Continental,-7.8111,-47.0677,Oak,800,41,21.066431422403056,1618
Beijing,230,Temperate,-32.1104,-101.1435,Teak,386,27,-4.108513953897398,1051
Cape Town,458,Temperate,-5.4907,-35.5216,Pine,590,37,24.539496657069932,2515
Cape Town,337,Subtropical,-12.8746,-30.0818,Oak,620,34,0.11563372228132707,2056
London,937,Desert,-27.0805,87.0468,Baobab,1155,60,25.049753312080544,249
Cape Town,641,Mediterranean,-14.6063,-107.4256,Mangrove,842,16,-2.762771420080246,2940
Cape Town,918,Subtropical,-14.8424,122.4235,Maple,1036,22,-2.097851050808737,2113
Beijing,102,Continental,10.1097,58.1271,Maple,266,30,7.252261170205722,992
Amazon Rainforest,845,Temperate,33.1374,41.9016,Pine,977,12,15.279970741275886,2955
California,984,Continental,8.0549,61.1039,Teak,1178,37,22.89715588983606,1615
London,339,Coastal,11.1277,-21.8788,Baobab,416,47,6.144765341597717,1383
California,445,Subtropical,28.7733,20.9997,Maple,645,17,27.641653610391202,1288
Mumbai,339,Coastal,5.8715,121.149,Cedar,602,23,36.40463949141155,2151
Mumbai,830,Continental,49.7721,50.1088,Eucalyptus,1038,42,-4.324848701473073,295
Amazon Rainforest,536,Desert,38.9553,15.5431,Teak,780,12,24.800681673603986,1819
Amazon Rainforest,608,Subtropical,-9.9734,-2.1163,Baobab,887,10,27.887095972809718,1061
Amazon Rainforest,802,Continental,-30.7547,73.2861,Pine,1078,52,25.141114126642766,993
Indonesia,183,Subtropical,45.3465,25.5994,Maple,237,31,13.570552334575137,2326
Mumbai,654,Mediterranean,8.6928,110.269,Eucalyptus,721,44,11.473590914757409,1357
California,704,Desert,-32.7821,-73.9418,Maple,994,26,8.943750191833615,394
Sydney,743,Mediterranean,-45.0256,77.3934,Mangrove,931,49,-2.2147354037836333,1632
California,918,Desert,-9.3389,26.5038,Silver Birch,1058,48,20.701625100155532,1577
Toronto,758,Desert,-20.8308,-27.8658,Oak,844,50,9.686242399612125,1206
Amazon Rainforest,889,Mediterranean,-23.3641,91.9697,Teak,1032,23,-0.22701619510562754,2499
Mumbai,847,Mediterranean,-6.6305,-34.9932,Cedar,992,55,25.438556844482274,2320
Sydney,682,Coastal,46.4516,-90.5977,Teak,971,56,26.97794796526669,730
Amazon Rainforest,295,Temperate,-7.162,69.7977,Pine,361,47,3.2118847552965057,1886
Sydney,998,Coastal,-15.732,0.3512,Baobab,1085,38,23.630624914121015,585
Cape Town,484,Mediterranean,-35.1285,-35.7534,Redwood,631,32,2.5605212373827575,2268
Cape Town,543,Subtropical,17.8191,-66.9861,Maple,619,42,5.452202425556365,295
Mumbai,815,Tropical,-32.2331,89.4342,Pine,1103,41,32.42894144776435,1740
Toronto,651,Coastal,-6.8588,26.4767,Redwood,947,39,-3.967961995182356,2164
New York,453,Mediterranean,-30.4981,86.186,Baobab,687,44,19.953743739258265,598
Toronto,514,Mediterranean,-17.1172,-44.7921,Silver Birch,596,37,28.601320045844567,1956
Beijing,104,Desert,48.2965,-76.7705,Baobab,287,59,-4.1017614374207865,587
Sydney,681,Tropical,48.8284,-6.0476,Maple,919,15,5.169446655618923,1082
London,960,Temperate,23.4553,90.9271,Baobab,1157,21,19.801530149863652,1780
Sydney,794,Desert,-15.4182,110.1485,Redwood,1037,34,-3.089586249514939,1523
Sydney,406,Temperate,35.9796,121.7794,Pine,665,10,37.60879818342459,787
New York,318,Tropical,-3.8446,-78.4053,Baobab,388,31,4.748551255170328,447
London,363,Subtropical,37.6577,82.6574,Mangrove,660,15,15.746511699534103,1787
Indonesia,658,Coastal,43.0349,-66.5549,Silver Birch,813,27,-3.5819421652316734,283
Beijing,972,Coastal,-4.1102,121.779,Teak,1027,53,12.899688287493383,810
Cape Town,116,Coastal,18.5418,107.4146,Baobab,227,15,19.773717768211508,527
Cape Town,684,Continental,6.163,14.8998,Oak,922,18,22.65301951115349,1256
Indonesia,396,Coastal,42.0422,-126.863,Teak,458,10,7.553638747392517,1367
Toronto,105,Temperate,7.3144,2.1137,Oak,283,26,22.710401740166468,2912
Cape Town,685,Temperate,9.4975,-92.8858,Teak,780,19,36.725509082892934,277
New York,280,Desert,23.181,-62.4694,Eucalyptus,361,56,13.32371692835249,2312
New York,787,Coastal,-43.5541,27.4977,Teak,957,40,38.76855350395966,1701
Indonesia,298,Temperate,-47.2593,129.2254,Silver Birch,503,59,28.0602581070927,2257
Beijing,554,Tropical,-38.4911,79.0862,Silver Birch,667,49,12.975380232364191,1221
London,382,Desert,-5.4327,-19.5622,Oak,578,48,1.5000678463888137,2720
Toronto,662,Subtropical,-0.0746,72.4399,Baobab,928,16,9.895832100459623,2775
London,538,Temperate,-1.4864,113.3187,Cedar,599,53,5.555130145264489,747
Indonesia,444,Desert,-7.1174,38.0096,Cedar,544,32,5.898919960749291,1948
Sydney,665,Continental,34.9002,125.0267,Oak,888,45,6.931431337379358,1454
Amazon Rainforest,243,Desert,-7.3155,-106.8358,Pine,340,51,3.1457407192177502,1481
Toronto,369,Temperate,3.7539,103.6056,Baobab,661,44,2.8107020888357246,1386
Toronto,888,Temperate,28.7376,31.0425,Oak,1158,54,34.082257939157884,806
California,537,Subtropical,40.0221,67.7337,Silver Birch,807,28,26.14969016436341,2084
Amazon Rainforest,357,Subtropical,6.592,2.9684,Baobab,474,35,7.746098058226616,2814
London,448,Desert,21.0344,-50.4526,Pine,544,38,8.647164732111058,1357
Beijing,179,Continental,42.4744,-123.0163,Cedar,466,27,4.506974239941666,2228
Beijing,344,Desert,-28.8185,47.7234,Mangrove,643,47,19.333089714126537,1183
New York,134,Mediterranean,-23.9636,10.9627,Baobab,193,32,14.313799075536668,1732
Beijing,745,Tropical,-43.844,113.6833,Eucalyptus,935,45,26.288525386631385,428
London,729,Continental,-3.28,61.166,Redwood,810,22,-4.502254000844182,1305
Mumbai,661,Desert,-4.9721,31.8368,Silver Birch,808,54,-0.5153847325497924,1622
Beijing,655,Desert,-42.0348,53.7633,Eucalyptus,864,35,10.990595422932111,1808
Sydney,190,Subtropical,19.7985,-52.1997,Oak,387,53,10.028841180753139,775
Cape Town,845,Tropical,13.6366,-60.3222,Eucalyptus,997,54,27.76201056834224,2495
London,798,Subtropical,3.7122,53.8458,Baobab,862,20,10.05958356145087,2236
London,892,Subtropical,2.7844,78.0927,Baobab,1073,48,23.29617962116967,2478
Toronto,671,Coastal,32.3673,17.2082,Silver Birch,756,33,28.529174903234903,1753
California,752,Mediterranean,15.7739,-100.4643,Pine,1004,29,25.505788482585256,2829
Beijing,494,Temperate,-8.682,-83.3883,Pine,673,48,-1.7880539024248643,1211
Sydney,467,Temperate,13.587,24.9667,Baobab,623,32,19.25248170639351,331
Mumbai,184,Temperate,-19.5984,-81.7583,Oak,454,30,30.480567791909102,2199
Sydney,326,Temperate,14.0063,-2.1474,Redwood,493,57,17.170593083875588,1915
Mumbai,475,Coastal,-13.5106,-10.2574,Redwood,735,26,35.545394572089755,494
London,654,Coastal,39.0419,56.2727,Pine,731,57,39.86048268991816,911
Toronto,188,Coastal,-19.1703,1.5375,Oak,287,19,18.34987375049005,2567
Beijing,386,Mediterranean,-17.174,114.7441,Redwood,517,21,23.221536619165782,2590
London,623,Continental,49.7239,17.0608,Teak,733,21,33.06230885135728,1161
Amazon Rainforest,593,Tropical,-36.5048,95.9235,Maple,661,21,25.11217065304805,435
London,236,Subtropical,-16.8053,46.7543,Pine,386,48,36.21820695624009,1277
Amazon Rainforest,841,Mediterranean,-46.8708,38.5453,Teak,1097,12,-2.59177485914216,1809
London,389,Continental,-18.3574,98.8345,Oak,562,28,-0.20884573510267668,731
Cape Town,165,Coastal,23.9603,-36.8959,Teak,371,35,26.57623054149965,1814
Amazon Rainforest,147,Continental,30.1494,-16.3029,Silver Birch,368,27,24.19501930866904,664
Mumbai,598,Mediterranean,-33.5554,118.1322,Pine,848,29,3.654415616783174,2475
California,118,Temperate,27.9566,-121.1711,Eucalyptus,364,33,21.24745962453489,2615
Toronto,324,Desert,-45.0241,118.4772,Mangrove,528,12,24.99533128237798,1238
Indonesia,830,Temperate,42.8337,-51.2792,Maple,1084,34,26.323862616787427,479
Toronto,853,Tropical,9.4165,100.6858,Eucalyptus,1047,29,35.26773098619403,1672
Toronto,651,Coastal,26.6542,-32.8778,Silver Birch,951,18,31.04272345705077,1229
Cape Town,632,Temperate,-12.5097,90.1899,Maple,811,50,16.613144633081532,870
Sydney,148,Coastal,45.1002,-124.9254,Pine,271,40,25.54289079332775,2848
Mumbai,834,Tropical,25.8273,-126.4794,Redwood,1087,15,32.221937952782994,268
Toronto,975,Desert,33.2767,79.2919,Baobab,1263,16,-4.532878948868979,2557
Amazon Rainforest,602,Mediterranean,-26.3669,-41.7716,Pine,852,11,18.565000237997463,1401
Indonesia,223,Subtropical,4.8504,98.5534,Mangrove,485,52,28.767104070837156,439
Mumbai,838,Tropical,-5.414,119.1814,Teak,1000,39,33.34732674183992,1021
Amazon Rainforest,976,Temperate,-0.8478,-76.9492,Teak,1272,12,29.189965141693577,640
Cape Town,383,Tropical,-12.8728,-122.8342,Redwood,486,15,2.210946585777898,947
California,911,Tropical,39.7259,-44.0128,Cedar,1110,13,10.844009248073123,1547
